,Song ID,asset_id,Title,songtrust_composer,youtube_writers
1755567,2834285,A263480476327836,MAGICAL MOMENTS,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1755572,2834289,A724041136539505,MAGICAL NIGHT,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1755574,2834291,A624297082701875,MAGICAL PIANO LULLABY,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1755579,2834301,A831852308544884,MAGICAL TIME,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1755626,2834312,A569306333554155,MAGIE,TRIVELLATO,"GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
1755887,2479157,A956372217388584,MAGNETIC,BHATTACHARYA/MAY/SEALS/HARTMANN/BASSETT/CULPEPPER,BASSETT DAVE;BHATTACHARYA SAMEER;CULPEPPER JAMES;HARTMANN JARED;MAY KRISTEN;SEALS KIRKPATRICK
1756025,2834335,A418084815904040,MAGNOLIA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1756195,2387545,A933852230272854,MAGNOLIA CABOOSE BABYSHIT,LUKIN/MCLAUGHLIN/PETERS/TURNER,LUKIN  MATTHEW D;MCLAUGHLIN  MARK T;PETERS  DANIEL JOE;TURNER  STEVEN NEIL
1756254,2232224,A740613765052083,MAIDENHEAD,AHEE/CASEY/DAVIDSON/LEONARD,AHEE GREGORY;CASEY JOSEPH;DAVIDSON SCOTT;LEONARD ALEXANDER
1756257,2834348,A462917598317838,MAIGRIR  SPORT MUSIC,TRIVELLATO,"G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
1756266,2252735,A231531650933471,MAILMAN,"BRITT, DAVID",DAVID WAYNE BRITT
1756318,2308206,A959183345355750,MAIN OFFENDER,"DANDA, JAMES",JAMES CHRISTOPHER DANDA
1756409,2331892,A258569519604053,MAINLINE,HARRIS/LANDRY/MACISAAC/MURPHY/WRIGHT,WRIGHT WILLIAM/MURPHY MARK TODD/HARRIS CRAIG EUGENE/LANDRY JONATHAN/MACISAAC JASON
1756448,2834361,A861177719698866,MAIRI BHAN OG,TRIVELLATO,SACCHETTO GIULIANO/TRIVELLATO GIORDANO
1756459,3137133,A319977098983007,MAIS PERTO DE MIM,HOWES/BREEN/HARRINGTON/BROWN/STANNARD/GALLAGHER,ASH HOWES;FALCAO DUDU;JASON BROWN;JULIAN GALLAGHER;MARTIN HARRINGTON;RICHARD BREEN;RICHARD STANNARD
1756461,3063373,A758169051230035,MAIS UM NATAL,"ZISKIND, HELIO",HELIO ZISKIND
1756787,2362362,A736237381913451,MAJORCA,TRIVELLATO,"DEEP HOUSE, GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1756836,2834381,A376304226889871,MAKE A CHOICE  DROPS OF WATER,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO"
1756837,2834382,A575446298753678,MAKE A CHOICE FOR A VACATION,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1757184,663521,A563911424212288,MAKE BELIEVE,"KIMBRELL, JOSEPH",KIMBRELL JOSEPH
1757432,2472766,A221257558992547,MAKE DADDY PROUD,MUSTO/HORTARIDIS/ZUCKER,HORTARIDIS  PETER JAMES;MUSTO  MATTHEW TYLER;ZUCKER  JERRY
1757433,2367506,A738616109933449,MAKE DEM (FEAT. KEDO REBELLE),DEKKER/EUGENE/KRIJNEN,DEKKER/EUGENE/KRIJNEN
1757434,389850,A562095037415853,MAKE DO,VON MERING/SCHULTZ,CARTER REEVES SCHULTZ;DAVID MICHAEL VON MERING
1757443,2471724,A928442942677645,MAKE EM TRAP,KNIGHTON/BING,HARRY JOSEPH BING;WILLIE EDWARD KNIGHTON
1757460,2475801,A976653397842664,MAKE HIS NAME GREAT,JOHNSON/SHELTON,KENNETH ANTHONY SHELTON;MIRANDA DIANE JOHNSON
1757961,794987,A910079873984633,MAKE IT HAPPEN,BOYETTE/ANTONELLI/CYMEK/EL DIEAHY/HORRIGAN,ANTONELLI STEPHEN;BOYETTE DONALD;CYMEK JULIE;EL DIEAHY OMAR;HORRIGAN JAIME
1758169,2387573,A731615299405383,MAKE IT NOW,LUKIN/MCLAUGHLIN/PETERS/TURNER,DANIEL PETERS MUDHONEY;MARK MCLAUGHLIN;MATTHEW LUKIN;STEVE TURNER
1758170,2387573,A345899884269399,MAKE IT NOW,LUKIN/MCLAUGHLIN/PETERS/TURNER,LUKIN  MATTHEW D;MCLAUGHLIN  MARK T;PETERS  DANIEL JOE;TURNER  STEVEN NEIL
1758172,2387573,A225895271113560,MAKE IT NOW,LUKIN/MCLAUGHLIN/PETERS/TURNER,LUKIN MATTHEW;MCLAUGHLIN MARK;PETERS DANIEL;TURNER STEVEN
1758219,728722,A444627794048070,MAKE IT POP,"FRECCERO, MARC",FRECCERO MARC
1758432,2310704,A164264000494757,MAKE IT RAIN,"KLASHTORNI, KONSTANTIN",KONSTANTIN KLASHTORNI
1758510,3034711,A660123731629429,MAKE IT REAL,BALSGAARD/BOJGAARD/KEHL/RISAGER/SEIDELIN/SKJERNING/WAGNER,PETER J SKJERNING;MARTIN SEIDELIN;KASPER MICHAEL WAGNER;SOREN BOJGAARD;THORBJORN RISAGER;PETER WEIENDORP KEHL;EMIL OLIVER BALSGAARD
1758683,3153276,A718647709648109,MAKE IT UP,YIP/COLLINS/WALSH,COLLINS BRIANNA;WALSH BENJAMIN;YIP WILLIAM
1759029,19816,A105332603853424,MAKE ME WHOLE AGAIN,"GREEN, ARLENE",GREEN ARLENE
1759051,782177,A507461606087408,MAKE MONEY,FOTIADIS,FOTIADIS GEORGIOS
1759204,2200008,A161713378403299,MAKE OR BREAK,SARNE/ROSS/ROSS/CHUBA,ATTICUS ROSS;CLAUDIA SARNE;LEOPOLD ROSS;NICHOLAS  HOLMES CHUBA
1759246,2310706,A224993337519201,MAKE ROOM FOR ME,"KLASHTORNI, KONSTANTIN",KONSTANTIN KLASHTORNI
1759335,708934,A701519810443393,MAKE THE WORLD,HILL/BROWN,GARY RAFAEL HILL;KENDRICKE DEMOND BROWN
1759487,2232361,A934298707692722,MAKE UP YOUR MIND,ANN BORST,ELIZABETH ANN BORST
1759563,68466,A417092347065572,MAKE UP YOUR MIND,"FREEL, DAVID",FREEL DAVID
1759693,3026161,A361884142409312,MAKE WAY FOR THE KXNG,HAY/SMITH,HAY JONATHAN;SMITH MICHAEL
1759875,3073109,A775142469573413,MAKE YOU MINE,FURGIUELE/FURGIUELE,"FURGIUELE, NICHOLAS EDWIN;FURGIUELE, PETER ALEXANDER"
1760007,2281789,A227074188592898,MAKE YOU MINE (FEAT. AMERIA),NEGYESI/PINCUS,NEGYESI/PINCUS
1760034,2395830,A441690505978080,MAKE YOUR LUCK,"DAWKINS, DYLAN",DAWKINS DYLAN
1760056,7227,A619275231812695,MAKE YOUR MOVE,MARTIN,MARTIN ELLIOT
1760148,106305,A743947583844227,MAKE YOUR MOVE,PEACOCK,BLACK MAGNET;DOMINO EFFECT MUSIC;LIFE IS WHAT WE MUSIC;MAHLOBAME G;OWENS J;PEACOCK P;PUBLISHER UNKNOWN;SIGUENZA D;WRITER UNKNOWN
1760161,106305,A653789976335384,MAKE YOUR MOVE,PEACOCK,SIGUENZA D/PEACOCK P/OWENS J/MOHLABANE G
1760192,782178,A101559498227839,MAKES ME WANNA SCREAM,FOTIADIS,"GEORGES  PERIN, GEORGE FOTIADIS"
1760194,2257216,A246754248340632,MAKES US STRONGER,"BAUSTERT, RYAN",IAN COMBS;JAMES CLARK;JEFFREY BAUSTERT;RYAN BAUSTERT
1760196,4565,A142484763996148,MAKESHIFT HEART,ANGLE/HOWARD/JAYNE,BRANDON ANGLE;SAMUEL JAYNE;ZEKE HOWARD
1760212,189305,A815406163239563,MAKING ADJUSTMENTS,"LICHTENSTEIN, MAX",MAX AVERY LICHTENSTEIN
1760328,2834416,A426913558613963,MAKING LOVE MUSIC,TRIVELLATO,TRIVELLATO GIORDANO
1760387,13014,A937906561251397,MAKING STRIDES,"SCOTT, VERONICA",SCOTT
1760403,2342687,A147623009250087,MAKING UP THE WORLD,"LIANG, DAVID",LIANG DAVID
1760417,2187562,A168902186637503,MAKO SHARK,"MATTHEWSON, SHANE",MATTHEWSON SHANE
1760451,2348096,A805926256774902,MALA MUJER,"VALDOVINOS, AARON",A J R MUSICAL LOPEZ VALDOVINOS AARON
1760502,3071177,A656766716320951,MALANDRIN DE PRIMERA,ROCCA/DURON,A J R MUSICAL;DURON JESUS;ROCCA RUBEN
1760505,827913,A437078009475764,MALDAD,CALDERON/CARREON ZUNIGA,HECTOR JESUS CARREON ZUNIGA;MANUEL CALDERON
1760508,2204651,A437078009475764,MALDAD,CARREON ZUNIGA/CALDERON,HECTOR JESUS CARREON ZUNIGA;MANUEL CALDERON
1760577,2834436,A753915757973828,MALI,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1760610,3145192,A955442117067478,MALI  TRIBAL MUSIC AFRICAN,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
1760697,4900,A132558444975125,MALIBU,MILLER,MILLER DEREK
1760708,2238960,A732408625290393,MALIBU DRIVE,BROWN/CYMONE/CHIA XING RAN,CHUCK CYMONE;DANIEL CHIA XING RAN;PAUL RAYMOND BROWN
1760765,2279494,A228259880832607,MALICK,"MELUCH, THOMAS",MELUCH THOMAS WILLIAM
1760768,2348971,A772489278882014,MALIE,"BROTMAN, CHARLES",BROTMAN CHARLES;LIM ELMER
1761976,3105650,A855425435892763,MAMA,"SCHOCK, HARRIET",HARRIET SCHOCK
1763737,189164,A403014719668063,MAMA,LEVA/EISENBERG/MERRITT/SAN MARCO/LICHTENSTEIN,ANTHONY COLIN LEVA;ANTHONY MICHAEL SAN MARCO;JASON BRENT MERRITT;JESSE SPARHAWK EISENBERG;MAX AVERY LICHTENSTEIN
1764270,3214152,A660912829870381,MAMA AFRICA,ROSE/GROSSMAN/GORE,GILLY SAM;GORE MICHAEL;GROSSMAN DANIEL;ROSE GREG
1764319,251185,A408052007999859,MAMA I WANNA GO HOME,CUMPSTONE/RUNYAN,CUMPSTONE SCOTT;RUNYAN CHARLES
1764320,435576,A614434317175110,MAMA KOSA,KOMBOT-NAGUEMON/MOKOLO,ARMANI KOMBOT-NAGUEMON;EDWARD MOKOLO
1764394,783629,A971907315888629,MAMA SONG,VALERIO/COX,COX STANLEY;VALERIO JASON
1764397,783629,A711565049738573,MAMA SONG,VALERIO/COX,VALERIO/COX
1764401,261497,A671441673284042,MAMA STRUGGLE,WATKIS/FERGUSON/MCPHERSON,JHONIEL  EZWHIC FERGUSON;KHAMBREL LAMAR MCPHERSON;PHILLIP RICARDO WATKIS
1764637,2834454,A576458759141263,MAMAE BEBE (SOM DE FUNDO DE AGUA),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1764651,2558936,A924300862437223,MAMBO 2,"BOUCHOT, FELICIEN",FELICIEN BOUCHOT
1764722,432980,A140708237723518,MAMI K VOLA,"POZO , EDUARDO",POZO EDUARDO
1764789,2483031,A505267579384958,MAMMOTH,BAIR/BIERBRODT/DOHR/KRAMER/TEGELER/THIVAIOS/THIVAIOS,"BIERBRODT, DENNIS;DOHR, JUERGEN;KRAMER, GUIDO;TEGELER, ANDRE;THIVAIOS, DIMITRI;THIVAIOS, MICHAEL KARL"
1764792,2483031,A958669618840673,MAMMOTH,BAIR/BIERBRODT/DOHR/KRAMER/TEGELER/THIVAIOS/THIVAIOS,ANDRE TEGELER;DENNIS BIERBRODT;DIMITRI THIVAIOS;GUIDO KRAMER;JUERGEN DOHR;MICHAEL KARL THIVAIOS
1764811,2482509,A505267579384958,MAMMOTH,BIERBRODT/DOHR/KRAMER/TEGELER/THIVAIOS/THIVAIOS,"BIERBRODT, DENNIS;DOHR, JUERGEN;KRAMER, GUIDO;TEGELER, ANDRE;THIVAIOS, DIMITRI;THIVAIOS, MICHAEL KARL"
1764814,2482509,A958669618840673,MAMMOTH,BIERBRODT/DOHR/KRAMER/TEGELER/THIVAIOS/THIVAIOS,ANDRE TEGELER;DENNIS BIERBRODT;DIMITRI THIVAIOS;GUIDO KRAMER;JUERGEN DOHR;MICHAEL KARL THIVAIOS
1765057,2225481,A230533928307396,MAN AND MACHINE,COCKE/COCKE,COCKE DANIEL
1765063,686606,A530011976056670,MAN AND WIFE,"JONES, QUENTIN",QUENTIN JONES
1765168,2433545,A355787256057759,MAN FI YUH,ALLEGRE/BROWNE /DAWKINS,ALLEGRE FABRICE;BROWNE RICHARD;DAWKINS KAREEM
1765261,3091227,A349560738431716,MAN MADE WAYS,WRITER/LUVINER,UNKNOWN WRITER;VINCENT  LUVINER
1765267,782182,A460705062577871,MAN OF CONSTANT SORROW,IRELAND/MCNAMEE/RIZZO,IRELAND GREENWAY  ELLIOT;MCNAMEE  TREVOR PETER;RIZZO  ALESSANDRO
1765275,782182,A163660036323042,MAN OF CONSTANT SORROW,IRELAND/MCNAMEE/RIZZO,ALEX RIZZO;ELLIOTT IRELAND;TREVOR MCNAMEE
1765609,234873,A878177858708562,MAN'S MAN,KERR,KERR ALLY
1765615,3063675,A762327645255371,MANA,"CIMBRELIUS, LUDVIG",LUDVIG CIMBRELIUS
1765653,328922,A966330376133583,MANA,FORTES/MAGUIRE,KATHLEEN MARY MAGUIRE;ZE MANEL  FORTES
1765662,2348972,A276139023296887,MANA ROAD,"BROTMAN, CHARLES",BROTMAN CHARLES;RECAIDO CHARLES;TRIPP RUPERT
1765665,2187557,A823458297639681,MANAGEMENT CONTROL,"MATTHEWSON, SHANE",MATTHEWSON SHANE
1765829,110155,A223038437253691,MANASUBI,BEAMER,BEAMER IKAIKA
1765915,2480462,A126313394414156,MANDALA,MARTIN,MARKUS WAGNER;MARTIN SCHOBER;REINHARD RIETSCH
1765963,2834505,A602851743246183,MANDALA (DEEP MEDITATION),TRIVELLATO,"GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
1765972,2362806,A916437496276216,MANDALA OFFERING,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO"
1765985,3214151,A247829461696841,MANDELA,MCCLYMONT/DELAC/GROSSMAN/GORE,DELAC BRIAN;GORE MICHAEL;GROSSMAN DANIEL;MCCLYMONT JEPTHER
1766009,9391,A110458821191871,MANDOG,BENSI/JURRIAANS/ROGOVE,ALEXANDER STENFERT JURRIAANS;DANIEL BENSI;GREGORY ROGOVE
1766012,509489,A561880820135668,MANDY JO,SILBERMAN/SWEETNESS/THOMAS,HEAVENLY  SWEETNESS;LERON CHRISTOPHER THOMAS;MATTHEW SILBERMAN
1766030,2834548,A925364745031020,MANEJO DE LA IRA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1766031,2834548,A624648992339093,MANEJO DE LA IRA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1766150,2834560,A462967537414208,MANHATTAN (DISCO LOUNGE),TRIVELLATO,G / SACCHETTO; GIORDANO TRIVELLATO; TOBACCO MUSIC EDITION
1766163,782183,A207405104007354,MANHATTAN GROOVE,GOLD,GOLD WILLIAM
1766173,3009391,A837020252986211,MANHATTAN REFLECTIONS,"CATANZARO, SALVATORE",CATANZARO SALVATORE
1766213,2529333,A212035225131225,MANIFEST,MINERVINI/HARDMAN/JOHNSON,ANDREW MINERVINI;BLAKE HARDMAN;CHADWICK JOHNSON
1766304,809293,A349768664804218,MANILA RUFFAULTS DEEP EDIT,MUSAYEV/WILBORN,DONALD LORENZO WILBORN;RUFAT MUSAYEV
1766330,2354034,A542006170699608,MANIPULATOR'S WIFE,COMBS/MCCULLOCH/HUMERIAN/KELLEY,HUMERIAN LEE;KELLEY BRYCE;MCCULLOCH SEAN
1766335,2834584,A145795060486119,MANIPURA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1766350,2834594,A870646283774931,MANIPURA (TERCER CHAKRA),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1766354,3151324,A746807806407249,"MANIPURA, THIRD CHAKRA (SOLAR PLEXUS)","TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1766378,3102147,A806582772674177,MANNERS ON THE INTERNET,"TSURUDA, THOMAS",TSURUDA THOMAS
1766383,2834605,A319801686814045,MANO NEGRA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1766392,2360470,A103213157939144,MANREZA,TRIVELLATO,SACCHETTO GIULIANO/TRIVELLATO GIORDANO/VOLPI DARIO
1766414,635022,A759491844348640,MANSIONS,"BARAJAS, ALEJANDRO",ALEJANDRO MARCO BARAJAS
1766435,2834619,A975038284593128,MANTENER LA CALMA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1766450,2360926,A268805429253097,MANTRA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1766452,2360926,A643945441564917,MANTRA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1766458,2360926,A462571448362396,MANTRA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1766588,2336645,A147769143448496,MANTRA,NOVARINA,"RAPHAEL NOVARINA, RAPHAEL NOVARINA"
1767125,2834644,A964987419542259,MANTRA CHANTING (HEALING SOUND),TRIVELLATO,GIORDANO TRIVELLATO; GIULIANO SACCHETTO; TOBACCO MUSIC EDITION
1767126,2834644,A471720927298369,MANTRA CHANTING (HEALING SOUND),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1767128,2834655,A370749646743432,MANTRA HEALING (MORNING MEDITATION),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1767133,2440672,A175218818032266,MANTRA MEDITATION,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1767134,2834665,A530995940180756,MANTRA MEDITATION (HANG DRUM),TRIVELLATO,GIORDANO TRIVELLATO; SACCHETTO GIULIANO
1767137,2834674,A145810115238684,MANTRA MEDITATION MUSIC,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1767143,2834687,A726578982964094,MANTRA PARA DORMIR,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1767146,2337534,A761657565080902,MANTRA PIANO,NOVARINA,NOVARINA RAPHAEL JOSEPH PATRICE
1767157,2834709,A160865120418242,MANTRAS DE SANACION PARA DORMIR,TRIVELLATO,GIORDANO TRIVELLATO/ SACCHETTO GIULIANO/ TOBACCO MUSIC EDITION
1767158,2834710,A363269032372855,MANTRAS DE YOGA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1767159,2834712,A770561096366750,MANTRAS FOR MEDITATION,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1767162,2834719,A234148576544591,MANTRAS PARA MEDITAR,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1767163,2834720,A722035102411572,MANTRAS PARA MEDITAR Y DORMIR,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1767200,2299635,A421495069846761,MAPLE,"AKINSANYA, OLAOLUWA",AKINSANYA OLAOLUWA
1767350,783631,A445162120934739,MARATHON,PERRY/COX,COX STANLEY;PERRY ZACHARY
1767428,2370176,A477322309049977,MARCELINO VERDUZCO,"BUCIO, MARIO",BUCIO MARIO
1767429,2370176,A952306874601125,MARCELINO VERDUZCO,"BUCIO, MARIO",MARIO  SAUCEDO BUCIO
1767769,3063583,A248764719395551,MARCHINHA DA SEREIA,TATIT /ZISKIND,HELIO ZISKIND;LUIZ TATIT
1767955,2449475,A168460364332079,MARGARITA KISS,GOULD/SOLIS,ROY JR SOLIS;TOM GOULD
1767956,4518,A639323301194771,MARGARITAS,ANGLE/DAVIDSON/HOWARD/JAYNE/MASTOUS,BRANDON ANGLE;RYAN DAVIDSON;SUMMER MASTOUS;SAMUEL JAYNE;ZEKE HOWARD
1767979,2279531,A933856715595452,MARGIN (WILLIAM RYAN FRITCH REMIX),"MELUCH, THOMAS",MELUCH THOMAS
1769104,3214150,A968280664640380,MARIJUANA,TODD/SPENCE/GROSSMAN/GORE,GORE MICHAEL;GROSSMAN DANIEL;SPENCE TRICIA;TODD JULIO
1769118,3136515,A404906185989251,MARIJUANA,MCNUTT/XAVIER/KUMAGAI/MILLER,BRAD XAVIER;DUSTIN MILLER;MICHAEL KUMAGAI;TIMOTHY MCNUTT
1769210,2184888,A767384228871666,MARIJUANA,EVNEN/MORGAN,ELI EVNEN;OJ MORGAN
1769266,2184885,A843577335479293,MARIJUANA KRIZZLI REMIX,EVNEN/MORGAN,ELI EVNEN;OJ MORGAN
1769267,2184884,A421004745841659,MARIJUANA TONY QUATTRO REMIX,EVNEN/MORGAN,ELI EVNEN;OJ MORGAN
1769268,2184883,A247307518316838,MARIJUANA WONKERS,EVNEN/MORGAN,ELI EVNEN;OJ MORGAN
1769313,2834794,A109773218603082,MARIMBA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1769316,2834796,A559983532781383,MARIMBA (CALMING MUSIC),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1769317,2834798,A353928833521341,MARIMBA (RELAXATION WATERFALL SOUNDS),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1769318,2834799,A934987993861009,MARIMBA (RELAXING SOUNDS),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1769328,2834804,A328700576337588,"MARINE CAVE STREAM FOR DEEP SLEEP, SOUND THERAPY AND MASSAGE STREAMING MUSIC",TRIVELLATO,GIULIANO SACCHETTO-GIORDANO TRIVELLATO
1769456,3009964,A535070791671270,MARIONETTE,"GERBER, PHILIPP",GERBER PHILIPP
1769595,3114073,A116109333529570,MARLBORO MAN,"KERSHAW, LILY",KERSHAW LILY
1769663,2834825,A840148681338251,MARRAKECH (HAMMAM),TRIVELLATO,"GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
1769665,2279530,A244186681676705,MARRE,"MELUCH, THOMAS",MELUCH THOMAS
1769709,2230284,A703235270656224,MARRIAGE,"MACHADO, MICHAEL",MACHADO MICHAEL
1769742,2364631,A703049198426120,MARRIED TO THE GAME,JONES/UTTERBACK,JOSEPH JONES;TREVOR GERARD UTTERBACK
1769854,2337090,A138301687202124,MARRYING A STRANGER,NOVARINA,NOVARINA RAPHAEL
1769990,2479561,A837412570693006,MARSHMALLOW DISCO,"KURIHARA, YUKI",KURIHARA YUKI
1770008,3026170,A437479468655809,MARTIAN PUSSY (FEAT. RICK ROCK & KOKANE),HAY/SMITH,HAY JONATHAN;SMITH MICHAEL
1770044,2834851,A922544218092530,MARTINI PARTY (BEACH MUSIC),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1770092,2296063,A830943971248094,MARTYR,"FODERARO, MICHAEL",MICHAEL JOSEPH FODERARO
1770156,2834859,A752826813100458,MARVELLOUS,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1770157,2834861,A126816917430957,MARVIN SPA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1770158,2834861,A370636797457147,MARVIN SPA,TRIVELLATO,GIORDANO TRIVELLATO; TOBACCO MUSIC EDITION; GIULIANO SACCHETTO
1770559,2485185,A867438654541652,MARY AGNES,"WAGNER, ERIC",DANNY CAVANGH;ERIC WAGNER
1770661,3138488,A545068446414396,MARY HAD A LITTLE LAMB,"MICALLEF, JOSEPH",MICALLEF JOSEPH
1770914,3138522,A466800907383292,MARY MARY QUITE CONTRARY,"MICALLEF, JOSEPH",MICALLEF JOSEPH
1770952,3138588,A530303896441445,MARYS BOY CHILD,"MICALLEF, JOSEPH",MICALLEF JOSEPH
1771017,834319,A366099994485496,MAS DE LO QUE YO PENSABA,MORENO,CESAR ESTRADA MORENO
1771045,2834873,A407069607217677,MASAJE ASIATICO,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1771046,2834874,A153598971588284,MASAJE AYURVEDA,TRIVELLATO,GIORDANO TRIVELLATO; SACCHETTO GIULIANO
1771049,2834890,A451236509823773,MASAJE MASTERS,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1771053,2834899,A776632404934882,MASAJE SHIATSU,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1771055,2834901,A952098468904393,MASAJE SPA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1771056,2834902,A173479698424956,MASAJE SPA SENSUAL,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1771058,2834903,A538243721991806,MASAJE SUECO,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1771060,2834905,A956064874330855,MASAJE TERAPIA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1771061,2834906,A922934377814450,MASAJE THAI,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1771062,2834913,A807769596483864,MASAJES (MUSICOTERAPIA),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1771063,2834917,A214046474975241,MASAJES THAI,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1771249,736859,A477906319700951,MASK DOWN,"BEALE, MUTAH",MALCOLM R. GREENIDGE;MUTAH W. BEALE;RUFUS LEE COOPER
1771259,2834928,A416169620433952,MASOTERAPIA,TRIVELLATO,"GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1771260,2834928,A749156955171286,MASOTERAPIA,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1771480,2834930,A723918541404864,MASQUERADE,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
1771978,2317197,A402114140905102,MASQUERADE OF ANGELS,"SAMPSON, BYRON",SAMPSON BYRON;WATSON DANIEL
1771994,3132404,A542793812586289,MASS,GRAHAM/SEITA/ANGEVINE/HAMILTON,ANGEVINE PETER;GRAHAM JOSH;HAMILTON JOEL;SEITA DOMENIC
1772041,2834941,A756921194699360,MASSA MUSCULAR (SONS PARA ATIVIDADE DE FISICA),TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
1772058,3141908,A574360596327889,MASSAGE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
1772059,3141908,A146161937782825,MASSAGE,"TRIVELLATO, GIORDANO",TRIVELLATO GIORDANO
